item_code,item_name,brand,category
BAKS-DRO-1113,Bakson B52 Arthralgia Drops 30ml,Bakson,General
BAKS-DRO-1091,Bakson B50 Stimulant Drops 30ml,Bakson,vitality
BAKS-DRO-1087-2,Bakson B47 Left Abdominal Drops 30ml,Bakson,Stomach Care
BAKS-DRO-1084,Bakson B44 Convulsion Drops 30ml,Bakson,ENT Care
BAKS-DRO-1083,Bakson B 43 Hyper Hydrosis Drops 30ml,Bakson,Diabetic BP Cholesterol
BAKS-DRO-1082,Bakson B 42 Hematinic Drops 30ml,Bakson,General
BAKS-DRO-1068,Bakson B29 Intercostal Drops 30ml,Bakson,Neuro care
BAKS-DRO-1067,Bakson B27 Worms Drops 30ml,Bakson,Stomach Care
BAKS-DRO-1066,Bakson B26 Injury Drops 30ml,Bakson,Injury Trauma
BAKS-DRO-1065,Bakson B25 Acne Drops 30ml,Bakson,Skin Care
BAKS-DRO-1064,Bakson B24 Nausea Drops 30ml,Bakson,Head Care
BAKS-DRO-1063,Bakson B23 Skin Drops 30ml,Bakson,Skin Care
BAKS-DRO-1062,Bakson B19 Colic Drops 30ml,Bakson,Stomach Care
BAKS-DRO-1061,Bakson B18 Teeth Drops 30ml,Bakson,Dental Care
BAKS-DRO-1060,Bakson B17 Bones Drops 30ml,Bakson,Ortho Care
BAKS-DRO-1098,Bakson B6 Inflammation Drops 30ml,Bakson,General
BAKS-DRO-1078,Bakson B 4 Heart Drops 30ml,Bakson,Cardiac Care
BAKS-DRO-1001-1,Bakson Astha Aid Drops 30ml,Bakson,Respiratory Care
BSNY-SKN-1054,Bakson Sunny Apricot Scrub  100gm,Bakson,Cosmetics
BAKS-SYP-1019-1,Bakson Alfalfa Tonic 450ml,Bakson,General
shiyas test item,shiyas test item,,Tg-2
WSI-LM-1368,Schwabe India Sepia 0/12 8gm,Schwabe India,Dilution LM
WSI-DIL-5333,Schwabe India Aethusa Cynapium 0/6 8gm,Schwabe India,Dilution LM
WSI-DIL-2300,Schwabe India Vaccininum 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-DIL-4260-1,Schwabe India Ferrum Met 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-LM-1288,Schwabe India Ignatia Amara 0/9 8gm,Schwabe India,Dilution LM
WSI-DIL-4876-1,Schwabe India Berberis Vulgaris 30 100ml,Schwabe India,Dilution 30 100ml
RECK-DIL-1263-1,Reckeweg Hamamelis Virg 200 11ml,Reckeweg,Dilution 200 10/11ml
RECK-NDR-1058,Reckeweg R39 Left Abdomen Drops 22ml,Reckeweg,Stomach Care
SBL-MT-1136,SBL Lycopodium Q 30ml,SBL,Mother Tincture 20 ml/30 ml
SBL-MT-1028,SBL Belladonna Q 30ml,SBL,Mother Tincture 20 ml/30 ml
ADEL-DIL-1141,Adel Lycopodium Clava 1M 10ml,Adel Pekana,Dilution 1M 10/11ml
TRI-OIL-1011-1,Similia Mullein Oil 450ml,Similia,External Oil
SBL-TAB-1011-1,SBL Sleeptite Tab 25gm,SBL,Sleep /Stress
SBL-ONT-1009-1,SBL Ruta Ointment 25gm,SBL,Cream/Gel/Ointment
SBL-SYP-1017-2,SBL Liv T Liver Tonic 115ml,SBL,Liver Care
SBL-ONT-1002-2,SBL FP Ointment 25 gm,SBL,Piles Care
SHL-SYP-1004-1,Sarada Rimatin Syrup 450ml,Sarada,Ortho Care
SHL-SYP-1003-1,Sarada Helmina Plus Drops 30ml,Sarada,Stomach Care
SHL-SYP-1005-1,Sarada Dimix 450ml,Sarada,Respiratory Care
MED-CRM-1144-1,Medisynth Calendol Special Cream 20gm,Medisynth,Antiseptic
WSI-DIL-1941,Schwabe India Aesculus Hipp 200 30ml,Schwabe India,Dilution 200 20/30ml
RECK-DIL-1009,Reckeweg Aesculus Hipp 30 11ml,Reckeweg,Dilution 30 10/11ml
SBL-DIL-1059,SBL Dulcamara 30 100ml,SBL,Dilution 30 100ml
RECK-NDR-1016,Reckeweg R23  Eczema Drops 22ml,Reckeweg,Skin Care
IG-DRO-1021,IG Inso Care Drops 30ml,Indo German,Sleep /Stress
SBL-MTQ-1004-1,SBL Arnica Montana Q 100ml,SBL,Mother Tincture 100 ml
SBL-BIO-1031-1,SBL Natrum Phos 6X 25gm,SBL,Bio Tab/ Powder
SBL-MTQ-1123-1,SBL Ashwagandha/ Withania Somnifera Q 100ml,SBL,Mother Tincture 100 ml
SBL-DIL-1025-2,SBL Arnica Montana 200 100ml,SBL,Dilution 200 100ml
SBL-DIL-1306-1,SBL Rumex Crisp 200 100ml,SBL,Dilution 200 100ml
SBL-MTQ-1052-1,SBL Ocimum Can Q 100ml,SBL,Mother Tincture 100 ml
SBL-MTQ-1246-1,SBL Usnea Barbata Q 100ml,SBL,Mother Tincture 100 ml
SBL-DIL-2374,SBL Kali Phos 200 100ml,SBL,Dilution 200 100ml
SBL-DIL-1057,SBL Conium Mac 200 100ml,SBL,Dilution 200 100ml
SIM-DIL-1080,Similia Pothos 3X 100ml,Similia,Dilution 3X 100ml
SIM-MT-1408,Similia Mutha Q 100ml,Similia,Mother Tincture 100 ml
WSI-DIL-5257,Schwabe India Chininum Arsenicosum 0/6 8gm,Schwabe India,Dilution LM
ADVEN-DRO-1002,Adven Osteodin-Z Drops 2x25ml,Adven,Ortho Care
WSI-DIL-1500-1,Schwabe India Thuja 200 100 ml,Schwabe India,Dilution 200 100ml
WSI-SHM-1002,Schwabe India B&T Arnica Shampoo 150ml,Schwabe India,Hair Care
WSI-DIL-1543-1,Schwabe India Ignatia Amara 200 100 ml,Schwabe India,Dilution 200 100ml
RECK-DIL-1750,Reckeweg Calcarea phos 200 11ml,Reckeweg,Dilution 200 10/11ml
SHL-MT-1015,Sarada Onosmodium Virg Q 100ml,Sarada,Mother Tincture 100 ml
RECK-DIL-1070-2,Reckeweg Gelsemium 200 11 ml,Reckeweg,Dilution 200 10/11ml
RECK-DIL-1101-1,Reckeweg Phosphorus 200 11ml,Reckeweg,Dilution 200 10/11ml
RECK-NDR-1008,Reckeweg R13 Hemorrhoidal Drops 22ml,Reckeweg,General
RECK-MT-1026,Reckeweg Avena Sativa Q 20ml,Reckeweg,Mother Tincture 20 ml/30 ml
SBL-DIL-2181-1,SBL Sanguinaria Nit 1M 10ml,SBL,Dilution 1M 10/11ml
FRT-SYP-1009-1,Fourrts Gastrofil Syrup 100ml,Fourrts,Stomach Care
FRTS-CRM-1001-1,Fourrts Fresh n Fairy Cream 30gm,Fourrts,Cosmetics
BAKS-TAB-1053-2,Bakson Y Lax 40Tab,Bakson,Stomach Care
BAKS-TAB-1059-1,Bakson Dermato Aid 75Tab,Bakson,Skin Care
BAKS-DRO-1051-1,Bakson Beepee Aid Plus Drops 30ml,Bakson,Diabetic BP Cholesterol
BAKS-DRO-1048-0,Bakson B64 Dermato Drops 30ml,Bakson,Skin Care
ADVEN-SYP-1001-0,Adven Astha Win Syrup 100ml,Adven,Respiratory Care
SBL-TAB-1004-1,SBL FP Tablets 25gm,SBL,Piles Care
SBL-ONT-1011,SBL Urtica Urens Ointment 25gm,SBL,Cream/Gel/Ointment
SBL-MTQ-1067,SBL Acidum Phos Q 100ml,SBL,Mother Tincture 100 ml
RECK-MT-1103,Reckeweg Jaborandi Q 20ml,Reckeweg,Mother Tincture 20 ml/30 ml
RECK-DIL-1264,Reckeweg Hepar Sulph 10M 11ml,Reckeweg,Dilution 10M 10/11ml
RECK-DIL-1241,Reckeweg Conium Mac 1M 11ml,Reckeweg,Dilution 1M 10/11ml
WSI-DIL-1277-1,Schwabe India Hydrocotyle Asia 30 100 ml,Schwabe India,Dilution 30 100ml
WSI-DIL-1333-1,Schwabe India Lemna Minor 30 100 ml,Schwabe India,Dilution 30 100ml
WSI-DIL-6202,Schwabe India Magnesium Phos 30 100ml,Schwabe India,Dilution 30 100ml
WSI-DIL-1376-1,Schwabe India Natrum Carb 30 100ml,Schwabe India,Dilution 30 100ml
WSI-DIL-2678-1,Schwabe India Acidum Sulphuricum 6CH 30ml,Schwabe India,Dilution 6 20/30ml
WSI-DIL-5865-1,Schwabe India Candida Albicans 6 100ml,Schwabe India,Dilution 6 100ml
WSI-DIL-5878-1,Schwabe India Ginseng 6 100ml,Schwabe India,Dilution 6 100ml
WSI-DIL-1998-1,Schwabe India Cortisone 6 10ml,Schwabe India,Dilution 6 10/11ml
WSI-MT-1111,Schwabe India Nux Vomica Q 100 ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1013-1,Schwabe India Ambrosia Arte Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1039-1,Schwabe India Carica Papaya Q 100 ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1122-1,Schwabe India Podophyllum Pelt Q 100 ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1108-1,Schwabe India Mentha Pipe Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1048-1,Schwabe India Cina Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1078-1,Schwabe India Filix Mas Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1020-1,Schwabe India Asafoetida Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1045-2,Schwabe India Chelidonium Majus Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-2931-1,Schwabe India Apis Mell Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1077-1,Schwabe India Ficus Reli Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1033,Schwabe India Calotropis Giga Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1092-1,Schwabe India Hygrophilla Spin Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1052-1,Schwabe India Coffea Cruda Q 100 ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-2944-1,Schwabe India Condurango Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-2429-1,Schwabe India Cyt Scop/Spartium Scop Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1023-2,Schwabe India Avena Sativa Q 100 ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1023-3,Schwabe India Avena Sativa Q 100 ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1014-1,Schwabe India Ammi Visnaga Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-MT-1086-3,Schwabe India Grindelia Rob Q 100ml,Schwabe India,Mother Tincture 100 ml
WSI-TAB-1011-2,Schwabe India Grindelia  Pentarkan 20gm,Schwabe India,Respiratory Care
BSNY-SKN-1059,Bakson Sunny Face Scrub Mini Facial 125gm,Bakson,Skin Care
BF-DRO-1015,Bioforce Blooume 22 Memorisan Drops 30ml,Bioforce,General
WSI-DIL-5254,Schwabe India Chamomilla 0/1 8gm,Schwabe India,Dilution LM
BA-DRO-1035,Bahola Livace Drops 30ml,Bahola,General
BA-DRO-1063,Bahola Happyness Drops 30ml,Bahola,General
BA-DRO-1054,Bahola Flunil Drops 30ml,Bahola,General
BA-DRO-1026,Bahola Eyestrain Drops 30ml,Bahola,General
BA-DRO-1096,Bahola Eczemanil Drops 30ml,Bahola,General
BA-DRO-1032,Bahola Digestiplus Drops 30ml,Bahola,General
BA-DRO-1101,Bahola Dentacare Drops 30ml,Bahola,General
BA-DRO-1050,Bahola Denguenil Drops 30ml,Bahola,General
BA-DRO-1091,Bahola Cof Z Drops 30ml,Bahola,General
BA-DRO-1094,Bahola Burncare Drops 30ml,Bahola,General
BA-DRO-1029,Bahola Appetite Plus Drops 30ml,Bahola,General
BA-DRO-1060,Bahola Afterparty 55 Drops 30ml,Bahola,General
BA-DRO-1079,Bahola Migrainil Drops 30ml,Bahola,General
BA-DRO-1045,Bahola NVP care Drops 30ml,Bahola,General
BA-DRO-1019,Bahola Otitiscare Drops 30ml,Bahola,General
BA-DRO-1022,Bahola Tonsinil Drops 30ml,Bahola,General
BA-DRO-1020,Bahola Voicecare Drops 30ml,Bahola,General
BA-DRO-1014,Bahola Triglynace Drops 30ml,Bahola,General
BA-DRO-1058,Bahola Travelace Drops 30ml,Bahola,General
BA-DRO-1097,Bahola Photosensnil Drops 30ml,Bahola,General
BA-DRO-1084,Bahola Sterico Drops 30ml,Bahola,General
BA-DRO-1074,Bahola Spondilace Drops 30ml,Bahola,General
BA-DRO-1057,Bahola Smokenil Drops 30ml,Bahola,General
BA-DRO-1099,Bahola Skintone Drops 30ml,Bahola,General
BA-DRO-1071,Bahola Sciatinil Drops 30ml,Bahola,General
BA-DRO-1007,Bahola Rhinicare Drops 30ml,Bahola,General
BA-DRO-1038,Bahola Purgex Drops 30ml,Bahola,General
BA-DRO-1053,Bahola Postopcare Drops 30ml,Bahola,General
SIM-DIL-1077,Similia Phosphorus 10M 100ml,Similia,Dilution 10M 100ml
BA-DRO-1086,Bahola Sunstroke Drops 30ml,Bahola,General
BF-MTQ-1018-1,Bioforce Avena Sativa Q 100ml,Bioforce,Mother Tincture 100 ml
WSI-DIL-4915,Schwabe India Antimonium Chloridum 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-DIL-1960-1,Schwabe India Bryonia Alba 200 30ml,Schwabe India,Dilution 200 20/30ml
WSI-LM-1555,Schwabe India Phosphorus 0/5 8gm,Schwabe India,Dilution LM
LORD-DRO-1001,Lords Hernil Hernia Drops 30ml,LORDS,General
SBL-DIL-6941,SBL Petroleum 200 10ml,SBL,Dilution 200 10/11ml
SBL-MTQ-1309,SBL Cajuputam Q 30ml,SBL,Mother Tincture 20 ml/30 ml
SBL-MTQ-1273,SBL Piscidia Erythrina Q 100ml,SBL,Mother Tincture 100 ml
SBL-DRO-1001-2,SBL B Trim Drops 30ml,SBL,Obesity
WSI-MT-1206-1,Schwabe India Bacopa Monnieri /Brahmi Q 30ml,Schwabe India,Mother Tincture 20 ml/30 ml
RECK-MT-1060-1,Reckeweg Condurango Q 20ml,Reckeweg,Mother Tincture 20 ml/30 ml
SIM-MT-1429,Similia Petroselinum Sat/Crisp Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1434,Similia Rheum Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1435,Similia Rhus Glabra Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1438,Similia Verbena Off Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1436,Similia Sarracenia Purpurea Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1431,Similia Prunus Padus Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1428,Similia Momordica Charantia Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1422,Similia Spirulina Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1424,Similia Eclipta Alb Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1426,Similia Fagopyrum Escu Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1421,Similia Nyctanthes Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1419,Similia Abroma Aug Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1420,Similia Clematis Erecta Q 100 ml,Similia,Mother Tincture 100 ml
BA-DRO-1080,Bahola Trigemcare Drops 30ml,Bahola,General
BA-DRO-1088,Bahola Asmagen Drops 30ml,Bahola,General
BA-DRO-1010,Bahola Cancercare Drops 30ml,Bahola,General
BA-DRO-1009,Bahola BC Care Drops 30ml,Bahola,General
BA-DRO-1016,Bahola Autismcare Drops 30ml,Bahola,General
BA-DRO-1068,Bahola Athleticare Drops 30ml,Bahola,General
BA-DRO-1043,Bahola Amenorrhia Drops 30ml,Bahola,General
BA-DRO-1018,Bahola Tinnitus Drops 30ml,Bahola,General
BA-DRO-1048,Bahola Alopec 42 Drops 30ml,Bahola,General
BA-DRO-1083,Bahola Aerophob care Drops 30ml,Bahola,General
BA-DRO-1027,Bahola Glaucomace Drops 30ml,Bahola,General
BA-DRO-1039,Bahola Ulcerace Drops 30ml,Bahola,General
BA-DRO-1104,Bahola Uricacinil Drops 30ml,Bahola,General
BA-DRO-1095,Bahola Vitinil Drops 30ml,Bahola,General
BA-DRO-1103,Bahola Cankersore Drops 30ml,Bahola,General
BA-DRO-1040,Bahola Vomistop Drops 30ml,Bahola,General
BA-DRO-1061,Bahola Focus Drops 30ml,Bahola,General
BA-DRO-1037,Bahola Piloff Drops 30ml,Bahola,General
BA-DRO-1046,Bahola PMS relief Drops 30ml,Bahola,General
BA-DRO-1025,Bahola Eyecare Drops 30ml,Bahola,General
BA-DRO-1081,Bahola Epilepsycare Drops 30ml,Bahola,General
BA-DRO-1105,Bahola Enurace Drops 30ml,Bahola,General
BA-DRO-1042,Bahola FB36 Drops 30ml,Bahola,General
BA-DRO-1082,Bahola Parkinson care Drops 30ml,Bahola,General
BA-DRO-1036,Bahola Pancreplus Drops 30ml,Bahola,General
BA-DRO-1034,Bahola Gastritis Drops 30ml,Bahola,General
BA-DRO-1062,Bahola GoodNight Drops 30ml,Bahola,General
BA-DRO-1066,Bahola Gout Drops 30ml,Bahola,General
BA-DRO-1049,Bahola Immunoplus Drops 30ml,Bahola,General
BA-DRO-1067,Bahola Lumbagonil Drops 30ml,Bahola,General
BA-DRO-1052,Bahola Measlescare Drops 30ml,Bahola,General
BA-DRO-1059,Bahola No-JetLag Drops 30ml,Bahola,General
BA-DRO-1044,Bahola Menopcare Drops 30ml,Bahola,General
BA-DRO-1021,Bahola Nasopolypnil Drops 30ml,Bahola,General
BA-DRO-1033,Bahola Dyspepsinil Drops 30ml,Bahola,General
BA-DRO-1065,Bahola Carpal Tunnel Drops 30ml,Bahola,General
BA-DRO-1102,Bahola Dolodent Drops 30ml,Bahola,General
BA-DRO-1031,Bahola Diarinil Drops 30ml,Bahola,General
BA-DRO-1073,Bahola Crampnil Drops 30ml,Bahola,General
BA-DRO-1008,Bahola Coryzanil Drops 30ml,Bahola,General
BA-DRO-1030,Bahola Consticare Drops 30ml,Bahola,General
BA-DRO-1024,Bahola Conjuncticare Drops 30ml,Bahola,General
BA-DRO-1092,Bahola Coldace Drops 30ml,Bahola,General
BA-DRO-1093,Bahola ColdSore Drops 30ml,Bahola,General
BA-DRO-1090,Bahola Cof Y Drops 30ml,Bahola,General
BA-DRO-1089,Bahola Cof - X Drops 30ml,Bahola,General
BA-DRO-1023,Bahola Cataractcare Drops 30ml,Bahola,General
BA-DRO-1012,Bahola DVT Care Drops 30ml,Bahola,General
BA-DRO-1056,Bahola TB care Drops 30ml,Bahola,General
BA-DRO-1098,Bahola Psoriasis Drops 30ml,Bahola,General
BA-DRO-1064,Bahola Recharge Drops 30ml,Bahola,General
BA-DRO-1077,Bahola Spondynil Drops 30ml,Bahola,General
BA-DRO-1075,Bahola Sprainil Drops 30ml,Bahola,General
BA-DRO-1028,Bahola Styenil Drops 30ml,Bahola,General
BA-DRO-1100,Bahola Wartnil Drops 30ml,Bahola,General
SIM-MT-1269,SIMILIA Coleus aromaticus Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1272,SIMILIA Carum carvi Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1275,SIMILIA Anagalis arvensis Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1276,SIMILIA Hibiscus Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1277,SIMILIA Amygdalus amara Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1280,SIMILIA Cucurbita pepo Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1281,SIMILIA Graviola Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1282,SIMILIA Origanum MAJ.Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1405,Similia Raphanus Sativus Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1406,Similia Menyanthes TRI Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1268,SIMILIA Cichorium intybus Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1407,Similia Bryophyllum Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1265,SIMILIA Althea Officinalis Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1413,Similia Melissa Off Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1267,SIMILIA Cascarilla Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1412,Similia Laurocerasus Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1278,SIMILIA Musa SAP Q 100ML,Similia,Mother Tincture 100 ml
SIM-MT-1410,Similia Abel Moschus Q 100ml,Similia,Mother Tincture 100 ml
SIM-MT-1409,Similia Prunus Virginiana Q 100ml,Similia,Mother Tincture 100 ml
BA-DRO-1041,Bahola Wormnil Drops 30ml,Bahola,General
BA-DRO-1047,Bahola Yeastnil Drops 30ml,Bahola,General
WSI-TAB-1080,Schwabe India Pituitary Gland 3X 20gm,Schwabe India,Trituration Tablets
WSI-TAB-2487,Schwabe India Niccolum Carb 3X 20gm,Schwabe India,Trituration Tablets
WSI-TAB-2444,Schwabe India Chininum Sulph 3X 20gm,Schwabe India,Trituration Tablets
WSI-TAB-1096-1,Schwabe India Pituitary Gland 6X 20gm,Schwabe India,Trituration Tablets
WSI-TAB-1037-1,Schwabe India Alpha RC Respiratory Catarrh Tab 20gm,Schwabe India,Respiratory Care
WSI-DIL-4699,Schwabe India Millefolium 50M 10ml,Schwabe India,Dilution 50M 10/11ml
WSI-DIL-3424,Schwabe India Dolichos Cm 10ml,Schwabe India,Dilution CM 10/11ml
WSI-DIL-2083-1,Schwabe India Nux Vomica 10M 10ml,Schwabe India,Dilution 10M 10/11ml
WSI-DIL-5248,Schwabe India Caulophyllum Thalictroides 0/6 8gm,Schwabe India,Dilution LM
WSI-DIL-3745,Schwabe India Althea Off 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-DIL-3052,Schwabe India Calcarea / Calculi Biliari 200 30ml,Schwabe India,Dilution 200 20/30ml
WSI-DIL-2121,Schwabe India Sabadilla CM 10ml,Schwabe India,Dilution CM 10/11ml
WSI-DIL-1940,Schwabe India Arnica Montana CM 10ml,Schwabe India,Dilution CM 10/11ml
SBL-TAB-1038,SBL Bacopa Monnieri 1X Tablets 25 gm,SBL,1X / Medicated Tablets
WSI-TAB-1066-1,Schwabe India Guatteria Gaumeri 1X 20gm,Schwabe India,1X / Medicated Tablets
WSI-DIL-1941-1,Schwabe India Aesculus Hipp 200 30ml,Schwabe India,Dilution 200 20/30ml
WSG-MT-1023,Schwabe German Senega Q 20ml,Schwabe German,Mother Tincture 20 ml/30 ml
RECK-NDR-1074-1,Reckeweg R62 Mucous Membrane Inflamation Drops 22ml,Reckeweg,Head Care
RECK-MT-1214,Reckeweg Berberis Aquifolium Q 20ml,Reckeweg,Mother Tincture 20 ml/30 ml
SBL-DRO-1022-1,SBL Cineraria Maritima 10% Eye Drops 10ml,SBL,Eye Care
SBL-DIL-6758,SBL Sanguinaria Nit 30 10ml,SBL,Dilution 30 10/11ml
SBL-DIL-1357-1,SBL Acidum Fluor / Hydrofluor 200 100ml,SBL,Dilution 200 100ml
SBL-DIL-3043,SBL Morgan Co 200 30ml,SBL,Dilution 200 20/30ml
BAKS-TAB-1055,Bakson Tense Aid 75Tab,Bakson,Sleep /Stress
WSI-TAB-2155-1,Schwabe India Thyroidinum 6X 20gm,Schwabe India,Trituration Tablets
WSI-DIL-3269-1,Schwabe India Apis Mell 200 30ml,Schwabe India,Dilution 200 20/30ml
BSNY-SKN-1075,Bakson Suncare Cream  SPF30 100gm,Bakson,#Sunday Special Offer
WSI-DIL-2604-1,Schwabe India Mercurius Sol 1M 30ml,Schwabe India,Dilution 1M 20/30ml
WSI-DIL-2058,Schwabe India Lachesis 1M 30ml,Schwabe India,Dilution 1M 20/30ml
WSI-DIL-4733,Schwabe India Natrum Carb CM 10ml,Schwabe India,Dilution CM 10/11ml
WSI-DIL-5366,Schwabe India Agaricus Muscarius 0/6 8gm,Schwabe India,Dilution LM
WSI-DIL-4058-1,Schwabe India  Epiphegus 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-DIL-5754,Schwabe India Mercurius IR 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-DIL-1527-1,Schwabe India Acidum Lacticum 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-LM-1197,Schwabe India Bryonia Alba 0/12 8gm,Schwabe India,Dilution LM
WSI-LM-1464,Schwabe India Calcarea Carb 0/4 8gm,Schwabe India,Dilution LM
WSI-DIL-6024,Schwabe India Hydrastininum Muriaticum 6 30ml,Schwabe India,Dilution 6 20/30ml
WSI-DIL-1118-1,Schwabe India Baryta Carb 30 100 ml,Schwabe India,Dilution 30 100ml
WSI-TAB-2482-1,Schwabe India Calcarea Ova Testa 3X 20gm,Schwabe India,Trituration Tablets
SBL-LOT-1001,SBL Wipeclear Acne Lotion 30ml,SBL,Skin Care
RECK-DIL-1090-2,Reckeweg Lycopodium Clava 1M 11 ml,Reckeweg,Dilution 1M 10/11ml
RECK-NDR-1036-2,Reckeweg R78  Eye care Drops 22ml,Reckeweg,Eye Care
RECK-NDR-1089-1,Reckeweg R57 Pulmonary Drops 22ml,Reckeweg,Respiratory Care
RECK-DIL-1128-2,Reckeweg Sulphur 30 11ml,Reckeweg,Dilution 30 10/11ml
SBL-DIL-2941,SBL Lilium Tigrinum 200 30ml,SBL,Dilution 200 20/30ml
WSI-DIL-4220-1,Schwabe India Baryta Mur 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-DIL-4325-1,Schwabe India Sabadilla 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-DIL-2631-1,Schwabe India Rumex Crisp 1M 30ml,Schwabe India,Dilution 1M 20/30ml
WSI-DIL-2517,Schwabe India Cicuta Virosa 1M 30ml,Schwabe India,Dilution 1M 20/30ml
WSI-DIL-3356,Schwabe India Natrum Sulph 200 30ml,Schwabe India,Dilution 200 20/30ml
WSI-DIL-1101,Schwabe India Arsenicum Album 200 100ml,Schwabe India,Dilution 200 100ml
WSI-DIL-2218-1,Schwabe India Histaminum Hydro 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-TAB-2483-2,Schwabe India Calcarea Iod 3X 20gm,Schwabe India,Trituration Tablets
WSI-DIL-1482,Schwabe India Streptococin 200 100 ml,Schwabe India,Dilution 200 100ml
WSI-MT-1831,Schwabe India Damiana Q 30ml,Schwabe India,Mother Tincture 20 ml/30 ml
WSI-DIL-4277,Schwabe India Kalmia Latifolia 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-DIL-6171,Schwabe India Uranium Nitricum 30 10ml,Schwabe India,Dilution 30 10/11ml
WSI-DIL-1775,Schwabe India Calcarea Silicata 200 30ml,Schwabe India,Dilution 200 20/30ml
WSI-DIL-3623,Schwabe India Thyroidinum 1M 30ml,Schwabe India,Dilution 1M 20/30ml
WSI-DIL-1978,Schwabe India Carbo Veg 200 30ml,Schwabe India,Dilution 200 20/30ml
WSI-MT-2512,Schwabe India Cina Q 30ml,Schwabe India,Mother Tincture 20 ml/30 ml
WSI-DIL-3316,Schwabe India Ferrum Met 200 30ml,Schwabe India,Dilution 200 20/30ml
WSI-DIL-1905,Schwabe India Alumina 200 30ml,Schwabe India,Dilution 200 20/30ml
WSI-DIL-2288,Schwabe India Sticta Pul 30 30ml,Schwabe India,Dilution 30 20/30ml
WSI-DIL-1033,Schwabe India Acidum Phos 200 100ml,Schwabe India,Dilution 200 100ml
WSI-DIL-1436,Schwabe India Ruta Grave 200 100ml,Schwabe India,Dilution 200 100ml
WSI-TAB-2477,Schwabe India Five Phos 6X 550gm,Schwabe India,Bio Tab/ Powder
WSI-MT-4010-1,Schwabe India Acidum Sulphuricum Q 30ml,Schwabe India,Mother Tincture 20 ml/30 ml
WSI-DIL-1462-1,Schwabe India Sepia 30 100 ml,Schwabe India,Dilution 30 100ml
